Part Number|Description|Part Revision|Drawing Revision|Project Code|Material Spec.|Material
115A2794-602|SEAL|P|AR|AG05|BMS7-26|Aluminum Alloy 2024
115A2801-601|SEAL|U|S|AG05|BMS7-304|Aluminum Alloy 7075
115A2801-602|SEAL|AL|Y|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
115A3759-2|LUG ASSY|AC2|AM|AG05|AMS5662|Inconel 718 Nickel Alloy
115A3759-4|LUG|D00|T01|AG05|ABP3-2304|Aluminum Alloy 2024
115A5110-601|ATTACH FTG ASSY|V01|W|AG05|BMS7-304|Aluminum Alloy 7075
115A5110-602|ATTACH FTG ASSY|AA|AR|AG05|ABP3-2101|Aluminum Alloy 7075
115A5110-603|FITTING, LWR STAB|G|J|AG05|BMS7-380|Stainless Steel 15-5PH
115A5110-604|FITTING, LWR STAB|AP|AR|AG05|BMS7-304|Aluminum Alloy 7075
115A6130-915|STAB LINK ASSY|AC|AP|AG05|BMS7-304|Aluminum Alloy 7075
115A6130-916|STAB LINK ASSY|BA|H|AG05|BMS7-304|Aluminum Alloy 7075
115A6138-9601|HINGE ACTUATOR SUPPORT|AD|N|AG05|BMS7-380|Stainless Steel 15-5PH
115A6138-9602|HINGE ACTUATOR SUPPORT|D01|AD|AG05|BMS7-304|Aluminum Alloy 7075
115A6139-923|HINGE RIB ASSY|Z|Z|AG05|BMS7-304|Aluminum Alloy 7075
115A6139-924|HINGE RIB ASSY|AW|AE|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
115A6150-405|FITTING - HINGE/ACTUATOR|AT|Q|AG05|BMS7-331|Titanium Alloy 6AL-4V
115A6150-406|FITTING - HINGE/ACTUATOR|AP|D02|AG05|BMS7-26|Aluminum Alloy 2024
115A6155-401|FITTING-HINGE/ACTUATOR SUPPORT, SPOILER|AU|BH|AG05|AMS5662|Inconel 718 Nickel Alloy
115A6155-403|FITTING-HINGE/ACTUATOR SUPPORT, SPOILER|N/A|U|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
115A6155-410|FITTING -HINGE/ACTUATOR SUPPORT, SPOILER|D03|Y|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
115A6155-412|FITTING -HINGE/ACTUATOR SUPPORT, SPOILER|BG|K|AG05|BMS7-304|Aluminum Alloy 7075
115A6156-3|TORQUE TUBE|AH|W01|AG05|BMS7-331|Titanium Alloy 6AL-4V
115A6156-5|TORQUE TUBE|AU|D03|AG05|BMS7-380|Stainless Steel 15-5PH
115A6158-405|FITTING-HINGE/ACTUATOR SUPPORT, SPOILER|D00|F02|AG05|AMS5662|Inconel 718 Nickel Alloy
115A6158-406|FITTING-HINGE/ACTUATOR SUPPORT, SPOILER|AC2|Y|AG05|AMS5643|Stainless Steel 321
115A6158-407|FITTING-HINGE ACTUATOR SUPPORT,SPOILER N|AR|U01|AG05|ABP3-7101|15-5PH Stainless Steel
115A6158-408|FITTING-HINGE/ACTUATOR SUPPORT, SPOILER|AE|W01|AG05|BMS7-26|Aluminum Alloy 2024
115A6159-5|TORQUE TUBE|H01|U|AG05|BMS7-304|Aluminum Alloy 7075
115A6161-601|FITTING - HINGE/ACTUATOR SUPPORT, SPOILER NO. 5|AH|B|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
115A6161-602|FITTING - HINGE/ACTUATOR SUPPORT, SPOILER NO. 8|B00|H01|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
115A6161-603|FITTING - HINGE/ACTUATOR SUPPORT, SPOILE|U|H01|AG05|BMS7-26|Aluminum Alloy 2024
115A6161-604|FITTING - HINGE/ACTUATOR SUPPORT, SPOILE|C|D02|AG05|ABP3-2101|Aluminum Alloy 7075
115A6162-109|TORQUE TUBE -ACTUATOR SUPPORT, SPOILER N|D02|BK|AG05|ABP3-2304|Aluminum Alloy 2024
115A6163-402|FITTING- HINGE, SPOILER NO.8, OUTBD|E01|AP|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
115A6163-405|FITTING- HINGE, SPOILER NO.5, OUTBD|G|AV|AG05|ABP3-4201|Titanium Alloy Plate
115A6165-1|BUSHING|K|U02|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4110-10|HINGE RIB ASSEMBLY|G|B|AG05|BMS7-26|Aluminum Alloy 2024
116A4110-403|HINGE RIB ASSY-NO.1 INBD FIXED LEADING|AP|AG1|AG05|BMS7-380|Stainless Steel 15-5PH
116A4110-404|HINGE RIB ASSY-NO.1 INBD FIXED LEADING|J01|D01|AG05|BMS7-304|Aluminum Alloy 7075
116A4110-9|HINGE RIB ASSEMBLY|J01|B00|AG05|BMS7-430|Inconel 718 Nickel Alloy
116A4111-7|HINGERIB|C|S02|AG05|BMS7-304|Aluminum Alloy 7075
116A4111-7-903|HINGERIB|AC|M|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4111-7-905|HINGERIB|AU|G02|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4111-8|HINGERIB|M|BG|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
116A4111-8-904|HINGERIB|AW|AG|AG05|ABP3-2304|Aluminum Alloy 2024
116A4111-8-906|HINGERIB|K|A|AG05|ABP3-2304|Aluminum Alloy 2024
116A4121-202|HINGE RIB ASSY|AC|E|AG05|ABP3-2101|Aluminum Alloy 7075
116A4121-204|HINGERIB|AM|AG|AG05|BMS7-430|Inconel 718 Nickel Alloy
116A4131-5|HINGE RIB ASSY|K|BH|AG05|BMS7-331|Titanium Alloy 6AL-4V
116A4131-6|HINGE RIB ASSY|L01|E01|AG05|BMS7-304|Aluminum Alloy 7075
116A4131-7|HINGERIB|N|AD2|AG05|BMS7-26|Aluminum Alloy 2024
116A4131-8|HINGERIB|S01|L01|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4141-201|HINGE RIB ASSY|AS|B00|AG05|BMS7-331|Titanium Alloy 6AL-4V
116A4141-202|HINGE RIB ASSY|W|AD2|AG05|AMS5643|Stainless Steel 321
116A4141-203|HINGERIB|V01|AP|AG05|AMS5643|Stainless Steel 321
116A4141-204|HINGERIB|AB1|AS|AG05|ABP3-7101|15-5PH Stainless Steel
116A4142-1|CLIP ASSY|AK|J|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4142-2|CLIP|U|D02|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4151-201|HINGE RIB ASSY|D|F02|AG05|ABP3-7101|15-5PH Stainless Steel
116A4151-202|HINGE RIB ASSY|AQ|E02|AG05|BMS7-304|Aluminum Alloy 7075
116A4151-203|HINGERIB|F01|BD|AG05|BMS7-26|Aluminum Alloy 2024
116A4151-204|HINGERIB|D01|D03|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4151-5|HINGE RIB ASSY|S02|AB1|AG05|BMS7-26|Aluminum Alloy 2024
116A4151-6|HINGE RIB ASSY|V01|G02|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
116A4151-7|HINGERIB|M|H01|AG05|BMS7-26|Aluminum Alloy 2024
116A4151-8|HINGERIB|AB1|S02|AG05|BMS7-331|Titanium Alloy 6AL-4V
116A4161-201|HINGE RIB ASSY - NO.6 INBD FIXED L.E|M|BD|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4161-202|HINGE RIB ASSY - NO.6, INBD FIXED LEADIN|AN|C01|AG05|BMS7-430|Inconel 718 Nickel Alloy
116A4161-203|HINGERIB|D01|P|AG05|BMS7-430|Inconel 718 Nickel Alloy
116A4161-204|HINGERIB|T01|AK|AG05|ABP3-2304|Aluminum Alloy 2024
116A4211-1|SUPPORT FITTING ASSY|A|C00|AG05|ABP3-4201|Titanium Alloy Plate
116A4211-3|STRUT|P|Z|AG05|BMS7-26|Aluminum Alloy 2024
116A4212-201|SUPPORT FITTING ASSY|AV|J01|AG05|ABP3-2304|Aluminum Alloy 2024
116A4212-203|STRUT|AP1|A00|AG05|BMS7-430|Inconel 718 Nickel Alloy
116A4213-1|SUPPORT FITTING ASSY|Y|B01|AG05|BMS7-430|Inconel 718 Nickel Alloy
116A4213-3|STRUT|B|S01|AG05|ABP3-7101|15-5PH Stainless Steel
116A4214-1|SUPPORT FITTING ASSY|V01|U|AG05|BMS7-380|Stainless Steel 15-5PH
116A4214-3|STRUT|AS|C00|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
116A4215-1|SUPPORT FITTING ASSY|Y|AN|AG05|BMS7-430|Inconel 718 Nickel Alloy
116A4215-3|STRUT|C|AC2|AG05|BMS7-430|Inconel 718 Nickel Alloy
116A4216-201|STRUT ASSY - HINGE NO. 6, INBD FIXED L.E|AE|BK|AG05|ABP3-2304|Aluminum Alloy 2024
116A4216-203|STRUT|AW|U|AG05|BMS7-26|Aluminum Alloy 2024
116A4221-5|CLIP ASSY|F|AW|AG05|ABP3-4201|Titanium Alloy Plate
116A4221-6|CLIP ASSY|BD|BA|AG05|ABP3-2101|Aluminum Alloy 7075
116A4221-7|CLIP, STRUT ATTACH|AD1|AP1|AG05|BMS7-304|Aluminum Alloy 7075
116A4221-8|CLIP, STRUT ATTACH|E00|B|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4222-6|CLIP ASSY|AP1|M|AG05|ABP3-4201|Titanium Alloy Plate
116A4222-8|CLIP, STRUT ATTACH|F02|Y|AG05|ABP3-4201|Titanium Alloy Plate
116A4223-5|CLIP ASSY|F02|R|AG05|BMS7-331|Titanium Alloy 6AL-4V
116A4223-6|CLIP ASSY|K|T01|AG05|ABP3-4201|Titanium Alloy Plate
116A4223-7|CLIP, STRUT ATTACH|A00|AL|AG05|BMS7-26|Aluminum Alloy 2024
116A4223-8|CLIP, STRUT ATTACH|AN|AQ|AG05|ABP3-2304|Aluminum Alloy 2024
116A4224-5|CLIP ASSY|T01|AU|AG05|BMS7-26|Aluminum Alloy 2024
116A4224-6|CLIP ASSY|G|AD2|AG05|BMS7-430|Inconel 718 Nickel Alloy
116A4224-7|CLIP|V01|AW|AG05|BMS7-331|Titanium Alloy 6AL-4V
116A4224-8|CLIP|AA|AN|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4225-5|CLIP ASSY|A00|E02|AG05|AMS5643|Stainless Steel 321
116A4225-6|CLIP ASSY|A|E01|AG05|BMS7-331|Titanium Alloy 6AL-4V
116A4225-7|CLIP, STRUT ATTACH|BA|AD1|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
116A4225-8|CLIP, STRUT ATTACH|C01|S02|AG05|ABP3-2101|Aluminum Alloy 7075
116A4226-201|CLIP ASSY - STRUT ATTACH, HINGE RIB NO.|AC2|AC2|AG05|AMS5662|Inconel 718 Nickel Alloy
116A4226-202|CLIP ASSY - STRUT ATTACH, HINGE RIB NO.6|H01|BB|AG05|BMS7-304|Aluminum Alloy 7075
116A4226-203|CLIP, STRUT ATTACH|Z01|BA|AG05|BMS7-304|Aluminum Alloy 7075
116A4226-204|CLIP, STRUT ATTACH|AV|F02|AG05|BMS7-380|Stainless Steel 15-5PH
116A4530-901|STRINGER ASSY|K|M|AG05|BMS7-26|Aluminum Alloy 2024
116A4530-902|STRINGER ASSY|AB|U|AG05|BMS7-304|Aluminum Alloy 7075
116A4531-5|STRINGER|J01|AT|AG05|BMS7-331|Titanium Alloy 6AL-4V
116A4531-6|STRINGER|AB1|S|AG05|ABP3-7101|15-5PH Stainless Steel
116A5305-11|LAND, ACTUATOR DOOR|D01|AJ|AG05|ABP3-7101|15-5PH Stainless Steel
116A5305-7|LAND, ACTUATOR DOOR|U01|BK|AG05|BMS7-380|Stainless Steel 15-5PH
116A5305-9|LAND, ACTUATOR DOOR|C|G|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
116A7101-3|FITTING|C00|P|AG05|ABP3-2101|Aluminum Alloy 7075
116A7101-4|FITTING|AN1|D03|AG05|ABP3-2304|Aluminum Alloy 2024
116A7101-901|FITTING ASSY|AB1|AN1|AG05|AMS5643|Stainless Steel 321
116A7101-902|FITTING ASSY|Z01|Z01|AG05|BMS7-380|Stainless Steel 15-5PH
116A7102-3|FITTING|AG1|AT|AG05|ABP3-4201|Titanium Alloy Plate
116A7102-4|FITTING|D03|AN|AG05|BMS7-26|Aluminum Alloy 2024
116A7102-901|FITTING ASSY|B|AU|AG05|BMS7-26|Aluminum Alloy 2024
116A7102-902|FITTING ASSY|AK|J01|AG05|ABP3-2101|Aluminum Alloy 7075
116A7450-2|SUPPORT RIB ASSY|H01|Q|AG05|BMS7-304|Aluminum Alloy 7075
116A7451-2|SUPPORT RIB|J|L01|AG05|BMS7-26|Aluminum Alloy 2024
141A8183-34|DOORSTOP ASSY - FWD DOORSTOPS, ENTRY DOO|B00|J|AG05|BMS7-331|Titanium Alloy 6AL-4V
141A8183-35|DOOR STOP|W01|B01|AG05|AMS5643|Stainless Steel 321
141A8183-36|HOOK FITTING - FWD DOORSTOPS, ENTRY DOOR|M|BB|AG05|AMS5662|Inconel 718 Nickel Alloy
141A8183-37|RADIUS FILLER - FWD DOORSTOPS, ENTRY DOO|E02|AR|AG05|BMS7-380|Stainless Steel 15-5PH
141T0055-132|SHEAR WEB|AK|A|AG05|AMS5662|Inconel 718 Nickel Alloy
141T1380-31|DOOR STOP|M01|E02|AG05|BMS7-304|Aluminum Alloy 7075
141T1380-903|DOOR STOP|D00|BD|AG05|BMS7-430|Inconel 718 Nickel Alloy
141T1380-9031|DOOR STOP|AK|M|AG05|BMS7-26|Aluminum Alloy 2024
141T1381-21|DOOR STOP|D02|C|AG05|BMS7-26|Aluminum Alloy 2024
141T2176-1|Y-CHORD|AR|BG|AG05|ABP3-4201|Titanium Alloy Plate
141T2912-10|STRAP|B01|Q|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
141T4854-23|BRACKET ASSY-LH|B01|AB|AG05|BMS7-380|Stainless Steel 15-5PH
141T4854-24|BRACKET ASSY-RH|M01|D02|AG05|AMS5643|Stainless Steel 321
141T4854-25|BRACKET FORGING|AV|D01|AG05|BMS7-430|Inconel 718 Nickel Alloy
141T4854-26|BRACKET FORGING|U01|AC|AG05|ABP3-4201|Titanium Alloy Plate
141T6314-2|CLIP|E00|A|AG05|AMS5662|Inconel 718 Nickel Alloy
141T6410-1|HINGE SUPPORT ASSY|AM|AR|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
141T6410-2|HINGE SUPPORT MACH|AD2|A|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
141T9929-24|FITTING|AB|AR|AG05|BMS7-304|Aluminum Alloy 7075
141W2544-35|INTERCOSTALS - MACHINED PARTS CARGO FLOO|BG|W|AG05|BMS7-304|Aluminum Alloy 7075
141W2544-36|INTERCOSTALS - MACHINED PARTS CARGO FLOO|C01|S02|AG05|ABP3-2101|Aluminum Alloy 7075
141W4854-1|BRACKET ASSY|D00|AN1|AG05|BMS7-304|Aluminum Alloy 7075
141W4854-2|BRACKET ASSY|AM|AS|AG05|BMS7-430|Inconel 718 Nickel Alloy
141W4854-3|BRACKET FORGING|C01|T01|AG05|AMS5662|Inconel 718 Nickel Alloy
141W4854-4|BRACKET FORGING|AS|AM|AG05|AMS5662|Inconel 718 Nickel Alloy
141W6201-1|PLATE|B01|V01|AG05|BMS7-331|Titanium Alloy 6AL-4V
141W6201-2|PLATE|AK|AC|AG05|BMS7-331|Titanium Alloy 6AL-4V
141W6201-3|PLATE|D01|S02|AG05|ABP3-2304|Aluminum Alloy 2024
141W6201-4|PLATE|BB|AB1|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
141W6201-5|PLATE|AS|AV|AG05|BMS7-304|Aluminum Alloy 7075
141W6201-901|PLATE|S02|BB|AG05|BMS7-331|Titanium Alloy 6AL-4V
141W8119-12|OUTBD FILLER|E01|B00|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
143A6102-1|BRACKET ASSY|R|D01|AG05|BMS7-26|Aluminum Alloy 2024
143A6102-2|CEILING SUPPORT|AN|Z|AG05|ABP3-2101|Aluminum Alloy 7075
144A7712-104|STIFFENER ASSY|AC|AR|AG05|BMS7-26|Aluminum Alloy 2024
144A7712-105|STIFFENER|AD|D02|AG05|BMS7-304|Aluminum Alloy 7075
144A8225-19|CHORD-OUTBOARD|G|D03|AG05|ABP3-2304|Aluminum Alloy 2024
144A8225-20|CHORD-OUTBOARD|AM|A|AG05|BMS7-304|Aluminum Alloy 7075
146A1350-6|DOUBLER|AP1|L|AG05|ABP3-2101|Aluminum Alloy 7075
146A3011-401|SHEAR TIE|B01|F01|AG05|ABP3-2304|Aluminum Alloy 2024
146A3011-455|SHEAR TIE|W01|AM|AG05|BMS7-430|Inconel 718 Nickel Alloy
146A3011-462|SHEAR TIE|D02|AN1|AG05|BMS7-304|Aluminum Alloy 7075
146A3011-519|SHEAR TIE|J|BB|AG05|ABP3-4201|Titanium Alloy Plate
146A3011-520|SHEAR TIE|Y|BK|AG05|BMS7-26|Aluminum Alloy 2024
146A3011-521|SHEAR TIE|D00|AD1|AG05|BMS7-380|Stainless Steel 15-5PH
146A3011-522|SHEAR TIE|Q|E00|AG05|BMS7-304|Aluminum Alloy 7075
146A3011-614|SHEAR TIE|AV|A00|AG05|AMS5643|Stainless Steel 321
146A3011-787|SHEAR TIE|AK|F02|AG05|ABP3-2101|Aluminum Alloy 7075
146A6102-1|BRACKET ASSY|E01|B01|AG05|ABP3-2304|Aluminum Alloy 2024
146A6102-2|CEILING SUPPORT|AM|AT|AG05|AMS5662|Inconel 718 Nickel Alloy
146A7796-11|RETAINER|M01|AH|AG05|BMS7-304|Aluminum Alloy 7075
146A7796-19|LUG ASSY|B|P|AG05|ABP3-2304|Aluminum Alloy 2024
146A7796-2|LUG ASSY|F02|F02|AG05|BMS7-430|Inconel 718 Nickel Alloy
146A7796-21|LUG|Z|M|AG05|BMS7-380|Stainless Steel 15-5PH
146A7796-6|LUG|AA|AU|AG05|AMS5643|Stainless Steel 321
146A9805-1|SUPPORT ASSY|J01|AD|AG05|BMS7-26|Aluminum Alloy 2024
146A9805-2|SUPPORT ASSY|C00|S|AG05|AMS5643|Stainless Steel 321
146A9805-3|FITTING ASSY|AN1|D|AG05|BMS7-304|Aluminum Alloy 7075
146A9805-4|FITTING ASSY|Z|BG|AG05|BMS7-26|Aluminum Alloy 2024
147A5713-27|INTERCOSTAL - BACKUP, G4C|G02|R|AG05|BMS7-380|Stainless Steel 15-5PH
147A5713-28|INTERCOSTAL - BACKUP G4C|AG|E00|AG05|ABP3-2304|Aluminum Alloy 2024
147A5713-49|INTERCOSTAL ASSY - CANTILEVER, G4C|AD|C|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
147A5713-50|INTERCOSTAL ASSY - CANTILEVER, G4C|B01|AG|AG05|AMS5662|Inconel 718 Nickel Alloy
147A5713-51|INTERCOSTAL - CANTILEVER, G4C|BG|BK|AG05|ABP3-2101|Aluminum Alloy 7075
147A5713-52|INTERCOSTAL - CANTILEVER, G4C|D00|C|AG05|BMS7-304|Aluminum Alloy 7075
148A2331-1|CHORD-UPR|AC2|T|AG05|ABP3-2304|Aluminum Alloy 2024
148A2331-6|CHORD - LWR, LH|B|AJ|AG05|BMS7-304|Aluminum Alloy 7075
148A3313-3|FILLER|AL|P|AG05|BMS7-380|Stainless Steel 15-5PH
149A8109-61|GUSSET|AC|N/A|AG05|ABP3-2304|Aluminum Alloy 2024
149A9493-2|INTERCOSTAL|H01|M01|AG05|ABP3-4201|Titanium Alloy Plate
149A9493-3|PHENOLIC SPACER|BG|AU|AG05|BMS7-304|Aluminum Alloy 7075
149A9496-1|INTERCOSTAL ASSY|AW|AD1|AG05|BMS7-331|Titanium Alloy 6AL-4V
149A9496-2|INTERCOSTAL|AQ|AN1|AG05|BMS7-430|Inconel 718 Nickel Alloy
149A9496-3|SPACER|S02|L01|AG05|BMS7-26|Aluminum Alloy 2024
151W1294-106|SEAT TRACK|N|W|AG05|ABP3-2101|Aluminum Alloy 7075
151W1294-113|SEAT TRACK DETAILS - DRY AREA, SECTION 4|E02|W|AG05|BMS7-26|Aluminum Alloy 2024
151W1294-114|SEAT TRACK DETAILS - DRY AREA, SECTION 4|H01|M01|AG05|AMS5643|Stainless Steel 321
151W1294-119|SEAT TRACK DETAILS - DRY AREA, SECTION 5|E01|N/A|AG05|BMS7-304|Aluminum Alloy 7075
151W1294-120|SEAT TRACK DETAILS - DRY AREA, SECTION 4|M01|E01|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
151W7294-11|SEAT TRACK DETAILS DRY AREA, SECTION 47|G|D03|AG05|ABP3-7101|15-5PH Stainless Steel
151W7294-12|SEAT TRACK DETAILS DRY AREA, SECTION 47|AW|AK|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
151W7294-25|SEAT TRACK|F01|AL|AG05|BMS7-26|Aluminum Alloy 2024
151W7294-26|SEAT TRACK|AG|S|AG05|BMS7-304|Aluminum Alloy 7075
16A4221-7|CLIP, STRUT ATTACH|A|AP|AG05|BMS7-304|Aluminum Alloy 7075
181A0213-3|GUSSET-UPPER|W|AL|AG05|BMS7-304|Aluminum Alloy 7075
181A0213-4|GUSSET-UPPER|N|N/A|AG05|BMS7-304|Aluminum Alloy 7075
232T4256-1|SILL BLOCK ASSY|C00|U|AG05|BMS7-304|Aluminum Alloy 7075
232T4256-2|SILL BLOCK ASSY|AR|BB|AG05|BMS7-430|Inconel 718 Nickel Alloy
232T4256-3|SILL BLOCK|A|H|AG05|BMS7-430|Inconel 718 Nickel Alloy
232T4256-4|SILL BLOCK|U02|U02|AG05|BMS7-304|Aluminum Alloy 7075
251A9156-22|BRACKET ASSY|W01|F01|AG05|AMS5643|Stainless Steel 321
251A9156-23|BRACKET ASSY|K|AG|AG05|BMS7-331|Titanium Alloy 6AL-4V
251A9156-30|BRACKET|AA|AC2|AG05|BMS7-430|Inconel 718 Nickel Alloy
251A9156-31|BRACKET|P|N|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
272A9152-1|BRACKET|AJ|D02|AG05|AMS5643|Stainless Steel 321
272A9152-11|BRACKET|AB1|AC2|AG05|BMS7-304|Aluminum Alloy 7075
272A9152-12|BRACKET|F01|AK|AG05|BMS7-304|Aluminum Alloy 7075
272A9152-15|BRACKET|BH|D02|AG05|ABP3-7101|15-5PH Stainless Steel
272A9152-16|BRACKET|K|AD|AG05|ABP3-2304|Aluminum Alloy 2024
272A9164-1|BRACKET|K|Y|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
272A9164-10|BRACKET|V01|H|AG05|AMS5662|Inconel 718 Nickel Alloy
272A9164-2|BRACKET|V01|AK|AG05|ABP3-4201|Titanium Alloy Plate
272A9164-9|BRACKET|E02|R|AG05|AMS5643|Stainless Steel 321
272T0083-4|BRACKET|AB1|M01|AG05|ABP3-2101|Aluminum Alloy 7075
284T0234-1|SUPPORT BRKT|E00|A00|AG05|ABP3-2101|Aluminum Alloy 7075
284T0234-3|SUPPORT CHANNEL|K|K|AG05|BMS7-331|Titanium Alloy 6AL-4V
284T0234-7|SUPPORT CHANNEL|U02|BA|AG05|BMS7-331|Titanium Alloy 6AL-4V
284T0234-8|SUPPORT BRKT|B|R|AG05|BMS7-26|Aluminum Alloy 2024
284T1063-4|SUPPORT BRACKET|AN|AG1|AG05|BMS7-304|Aluminum Alloy 7075
284T1063-5|SUPPORT BRACKET|Z|AS|AG05|BMS7-430|Inconel 718 Nickel Alloy
284W1901-11|FITTING - RACK SUPT|AB|AV|AG05|BMS7-380|Stainless Steel 15-5PH
284W2446-1|FITTING|AP|BK|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
287A4413-61|BRACKET|F|C01|AG05|ABP3-7101|15-5PH Stainless Steel
311T3110-65|FWD UPPER CHORD|B00|BH|AG05|BMS7-304|Aluminum Alloy 7075
311T3110-66|FWD UPPER CHORD|P|G|AG05|ABP3-7101|15-5PH Stainless Steel
311T3130-135|CHORD SPAR|AC2|BH|AG05|BMS7-430|Inconel 718 Nickel Alloy
311T3130-136|CHORD SPAR|W01|AR|AG05|ABP3-2304|Aluminum Alloy 2024
311T4311-2|FITTING FRAME|D00|BB|AG05|AMS5643|Stainless Steel 321
314W1291-11|BUSHING|AW|F01|AG05|ABP3-2101|Aluminum Alloy 7075
314W1522-1|FITTING ASSY- FAN COWL HINGE|AD2|M|AG05|BMS7-26|Aluminum Alloy 2024
314W1522-2|FITTING ASSY- FAN COWL HINGE|C01|AG|AG05|BMS7-331|Titanium Alloy 6AL-4V
314W1522-3|FITTING - FAN COWL HINGE|AB|AK|AG05|BMS7-430|Inconel 718 Nickel Alloy
314W1522-4|FITTING - FAN COWL HINGE|G02|L01|AG05|ABP3-2101|Aluminum Alloy 7075
314W1523-1|FITTING ASSY- FAN COWL HINGE|W|BA|AG05|BMS7-430|Inconel 718 Nickel Alloy
314W1523-2|FITTING ASSY- FAN COWL HINGE|BB|G|AG05|BMS7-304|Aluminum Alloy 7075
314W1523-3|FITTING - FAN COWL HINGE|C00|F|AG05|BMS7-331|Titanium Alloy 6AL-4V
314W1523-4|FITTING - FAN COWL HINGE|A|C01|AG05|BMS7-331|Titanium Alloy 6AL-4V
314W1524-1|FITTING ASSY- FAN COWL HINGE|AC2|D00|AG05|BMS7-331|Titanium Alloy 6AL-4V
314W1524-2|FITTING ASSY- FAN COWL HINGE|BA|B|AG05|BMS7-331|Titanium Alloy 6AL-4V
314W1524-3|FITTING - FAN COWL HINGE|J01|H|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
314W1524-4|FITTING - FAN COWL HINGE|D02|E02|AG05|BMS7-26|Aluminum Alloy 2024
314W1591-1|BRACKET ASSY - FAN COWL ACTUAT|E00|U|AG05|AMS5662|Inconel 718 Nickel Alloy
314W1591-2|BRACKET ASSY - FAN COWL ACTUAT|AN|U01|AG05|BMS7-304|Aluminum Alloy 7075
314W1591-3|BRACKET - FAN COWL ACTUATOR|Q|B|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
314W1591-4|BRACKET - FAN COWL ACTUATOR|U02|L01|AG05|ABP3-7101|15-5PH Stainless Steel
314W1611-1|HINGE FITTING ASSY|N|L|AG05|ABP3-7101|15-5PH Stainless Steel
314W1611-2|HINGE FITTING|H|W01|AG05|AMS5643|Stainless Steel 321
314W1613-3|HINGE FITTING ASSY|A00|AN|AG05|BMS7-430|Inconel 718 Nickel Alloy
314W1613-4|HINGE FITTING|AB1|P|AG05|ABP3-2101|Aluminum Alloy 7075
314W1617-6|INTERCOSTAL - FORWARD BEAM|AD2|M|AG05|AMS5662|Inconel 718 Nickel Alloy
314W1632-6|RUB STRIP|H|B|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
412A3200-1|BRACKET ASSY|F01|E00|AG05|ABP3-2101|Aluminum Alloy 7075
412A3200-2|BRACKET ASSY|P|S|AG05|ABP3-4201|Titanium Alloy Plate
412A3210-1|BRACKET|K|C00|AG05|ABP3-4001|Titanium Alloy Ti-6Al-4V
412A3210-2|BRACKET|K|AU|AG05|ABP3-2304|Aluminum Alloy 2024
412A4310-1|FRAME FITTING|B01|J01|AG05|BMS7-380|Stainless Steel 15-5PH
412A4310-2|FRAME FITTING|W|B|AG05|BMS7-304|Aluminum Alloy 7075
413W1250-1|CLEVIS ASSY|AH|AP|AG05|BMS7-26|Aluminum Alloy 2024
413W1250-10|CLEVIS|B01|J|AG05|ABP3-2304|Aluminum Alloy 2024
413W1250-11|CLEVIS ASSY|AQ|U01|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
413W1250-12|CLEVIS|AN1|AU|AG05|AMS4928|Titanium Alloy Ti-6Al-4V
413W1250-15|CLEVIS ASSY|AR|Z|AG05|BMS7-430|Inconel 718 Nickel Alloy
413W1250-16|CLEVIS|AB1|D00|AG05|BMS7-26|Aluminum Alloy 2024
