Part Number|Description|Part Revision|Drawing Revision|Project Code|Material Spec.|Material
V5745317320101|BUTTSTRAP LOWER JOINT|H|M|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745317420001|BUTTSTRAP LOWER JOINT|BH|BD|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745317420101|BUTTSTRAP LOWER JOINT|BB|C|AG01|AMS5643|Stainless Steel 321
V5745317520001|BUTTSTRAP LOWER JOINT|J|B00|AG01|ABP3-2101|Aluminum Alloy 7075
V5745317520101|BUTTSTRAP LOWER JOINT|AD2|C|AG01|ABP3-4201|Titanium Alloy Plate
V5745317620001|BUTTSTRAP LOWER JOINT|AB1|D02|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745317620101|BUTTSTRAP LOWER JOINT|U|E01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745317720001|BUTTSTRAP LWR JOINT|M01|AN|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745317720101|BUTTSTRAP LWR JOINT|S02|D03|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745317820001|BUTTSTRAP LWR JOINT|D03|L01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745317820101|BUTTSTRAP LWR JOINT|Z01|L01|AG01|BMS7-304|Aluminum Alloy 7075
V5745317920001|BUTTSTRAP LOWER JOINT|C|AD|AG01|BMS7-304|Aluminum Alloy 7075
V5745317920002|BUTTSTRAP LWR JOINT (LH)|A|AJ|AG01|ABP3-2304|Aluminum Alloy 2024
V5745317920003|BUTTSTRAP LWR JOINT|U|AP|AQ01|BMS7-26|Aluminum Alloy 2024
V5745317920101|BUTTSTRAP LOWER JOINT|AA|AC2|AG01|BMS7-26|Aluminum Alloy 2024
V5745317920102|BUTTSTRAP LWR JOINT (RH)|F01|S|AG01|BMS7-304|Aluminum Alloy 7075
V5745317920103|BUTTSTRAP LWR JOINT|BD|BD|AQ01|ABP3-2304|Aluminum Alloy 2024
V5745318020001|BUTTSTRAP LOWER JOINT|AS|F02|AG01|BMS7-304|Aluminum Alloy 7075
V5745318020101|BUTTSTRAP LWR JOINT|AB|F|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745318120001|BUTTSTRAP LOWER JOINT|Z|AV|AG01|BMS7-26|Aluminum Alloy 2024
V5745318120101|BUTTSTRAP LOWER JOINT|C|AD|AG01|BMS7-304|Aluminum Alloy 7075
V5745318220001|BUTTSTRAP LOWER JOINT|J|AD2|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745318220101|BUTTSTRAP LOWER JOINT|AD2|AB1|AG01|AMS5643|Stainless Steel 321
V5745318320001|BUTTSTRAP LOWER JOINT|A00|G02|AG01|BMS7-380|Stainless Steel 15-5PH
V5745318320101|BUTTSTRAP LOWER JOINT|D01|AN|AG01|ABP3-2101|Aluminum Alloy 7075
V5745318420001|BUTTSTRAP LOWER JOINT|C|R|AG01|BMS7-304|Aluminum Alloy 7075
V5745318420101|BUTTSTRAP LOWER JOINT|AD2|F01|AG01|BMS7-304|Aluminum Alloy 7075
V5745318520001|BUTTSTRAP LOWER JOINT|AN|AC2|AG01|ABP3-7101|15-5PH Stainless Steel
V5745318520101|BUTTSTRAP LOWER JOINT|AP1|AV|AG01|BMS7-26|Aluminum Alloy 2024
V5745318620001|BUTTSTRAP LOWER JOINT|N/A|T|AG01|BMS7-304|Aluminum Alloy 7075
V5745318620101|BUTTSTRAP LWR JOINT|AU|AL|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745318720001|BUTTSTRAP LWR JOINT|BA|AC2|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745318720101|BUTTSTRAP LWR JOINT|AG|U|AG01|AMS5643|Stainless Steel 321
V5745318820001|BUTTSTRAP LOWER JOINT|AD2|Z01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745318820101|BUTTSTRAP LWR JOINT|P|AQ|AG01|ABP3-2101|Aluminum Alloy 7075
V5745318920001|BUTTSTRAP LWR JOINT|S|E00|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745318920101|BUTTSTRAP LWR JOINT|AG1|AJ|AG01|BMS7-304|Aluminum Alloy 7075
V5745319020001|BUTTSTRAP LWR JOINT|W01|F|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745319020002|BUTTSTRAP LWR JOINT (LH)|M01|AP|AG01|BMS7-26|Aluminum Alloy 2024
V5745319020003|BUTTSTRAP LWR JOINT|V01|Z|AQ01|AMS5662|Inconel 718 Nickel Alloy
V5745319020101|BUTTSTRAP LWR JOINT|Z01|T01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745319020102|BUTTSTRAP LWR JOINT (RH)|C01|D|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745319020103|BUTTSTRAP LWR JOINT|Y|BG|AQ01|BMS7-26|Aluminum Alloy 2024
V5745325320000|BUTTSTRAP 2 LWR|F|AP|AG01|BMS7-304|Aluminum Alloy 7075
V5745325320001|BUTTSTRAP 2 LWR|T|D01|AG01|AMS5643|Stainless Steel 321
V5745325320100|BUTTSTRAP 2 LWR|Z|BG|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745325320101|BUTTSTRAP 2 LWR|V01|V01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745325420000|BUTTSTRAP 1 LWR|H|G02|AG01|BMS7-304|Aluminum Alloy 7075
V5745325420001|BUTTSTRAP 1 LWR|AE|B01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745325420100|BUTTSTRAP 1 LWR|T|L01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745325420101|BUTTSTRAP 1 LWR|AM|N/A|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745326520001|BUTTSTRAP LOWER JOINT|BK|D03|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745326520002|BUTTSTRAP LWR JOINT|E01|J|AG01|ABP3-4201|Titanium Alloy Plate
V5745326520003|BUTTSTRAP LWR JOINT|AN1|AQ|AG01|ABP3-2304|Aluminum Alloy 2024
V5745326520004|BUTTSTRAP LWR JOINT|Z01|AW|AQ01|BMS7-331|Titanium Alloy 6AL-4V
V5745329200000|BUTTSTRAP UPPER ASSY|J01|N/A|AG01|ABP3-2304|Aluminum Alloy 2024
V5745329200100|BUTTSTRAP UPPER ASSY|AP|AD1|AG01|BMS7-26|Aluminum Alloy 2024
V5745329300000|BUTTSTRAP UPPER ASSY|J01|AB|AG01|BMS7-26|Aluminum Alloy 2024
V5745329300100|BUTTSTRAP UPPER ASSY|N/A|D01|AG01|BMS7-304|Aluminum Alloy 7075
V5745329400200|BUTTSTRAP LOWER ASSY|J|Q|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745329400300|BUTTSTRAP LOWER ASSY|U01|D01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745329500200|BUTTSTRAP LOWER ASSY|G|R|AG01|AMS5643|Stainless Steel 321
V5745329500300|BUTTSTRAP LOWER ASSY|AL|J|AG01|AMS5643|Stainless Steel 321
V5745329820001|BUTTSTRAP LWR JOINT|B01|AD2|AG01|ABP3-2304|Aluminum Alloy 2024
V5745329820101|BUTTSTRAP LWR JOINT|Z01|AJ|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745329920001|BUTTSTRAP LWR JOINT|E|F02|AG01|BMS7-304|Aluminum Alloy 7075
V5745329920101|BUTTSTRAP LWR JOINT|AT|Q|AG01|ABP3-2101|Aluminum Alloy 7075
V5745330020001|BUTTSTRAP LWR JOINT|D00|R|AG01|ABP3-4201|Titanium Alloy Plate
V5745330020101|BUTTSTRAP LWR JOINT|B00|AA|AG01|BMS7-26|Aluminum Alloy 2024
V5745330120001|BUTTSTRAP LWR JOINT|BG|AU|AG01|BMS7-380|Stainless Steel 15-5PH
V5745330120101|BUTTSTRAP LWR JOINT|H|AK|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745330220001|BUTTSTRAP LWR JOINT|AA|AG1|AG01|BMS7-26|Aluminum Alloy 2024
V5745330220101|BUTTSTRAP LWR JOINT|AW|AN1|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745330320001|BUTTSTRAP LWR JOINT|BK|AN|AG01|BMS7-26|Aluminum Alloy 2024
V5745330320101|BUTTSTRAP LWR JOINT|S02|B|AG01|ABP3-2101|Aluminum Alloy 7075
V5745330420001|BUTTSTRAP LWR JOINT|D03|A|AG01|BMS7-26|Aluminum Alloy 2024
V5745330420101|BUTTSTRAP LWR JOINT|U02|BH|AG01|BMS7-26|Aluminum Alloy 2024
V5745331100200|EQUIPPED BUTTSTRAP (LH)|AV|J01|AG01|AMS5643|Stainless Steel 321
V5745331100300|EQUIPPED BUTTSTRAP (RH)|V01|D02|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745331200000|EQUIPPED BUTTSTRAP (LH)|AQ|C00|AG01|BMS7-26|Aluminum Alloy 2024
V5745331200100|EQUIPPED BUTTSTRAP (RH)|AJ|AQ|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745341420001|POST-RIB33-SPAR-FRONT|AN1|F|AG01|BMS7-380|Stainless Steel 15-5PH
V5745341420101|POST-RIB33-SPAR-FRONT|S01|N/A|AG01|AMS5643|Stainless Steel 321
V5745358620001|BUTTSTRAP LWR JOINT|F|BB|AG01|ABP3-2101|Aluminum Alloy 7075
V5745358620101|BUTTSTRAP LWR JOINT|E02|Z|AG01|ABP3-4201|Titanium Alloy Plate
V5745358720001|BUTTSTRAP LWR JOINT|F|AR|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745358720101|BUTTSTRAP LWR JOINT|Z01|E02|AG01|BMS7-304|Aluminum Alloy 7075
V5745358820001|BUTTSTRAP LWR JOINT|U|AL|AG01|BMS7-26|Aluminum Alloy 2024
V5745358820101|BUTTSTRAP LWR JOINT|V01|J|AG01|ABP3-4201|Titanium Alloy Plate
V5745358920001|BUTTSTRAP LWR JOINT|D03|H01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745358920101|BUTTSTRAP LWR JOINT|E01|AB1|AG01|ABP3-7101|15-5PH Stainless Steel
V5745359020001|BUTTSTRAP LWR JOINT|BA|AE|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745359020101|BUTTSTRAP LWR JOINT|D02|AB|AG01|AMS5643|Stainless Steel 321
V5745359120001|BUTTSTRAP LWR JOINT|AR|AG1|AG01|ABP3-2304|Aluminum Alloy 2024
V5745359120002|BUTTSTRAP LWR JOINT|AW|W01|AQ01|ABP3-7101|15-5PH Stainless Steel
V5745359120101|BUTTSTRAP LWR JOINT|F02|Y|AG01|ABP3-2304|Aluminum Alloy 2024
V5745359120102|BUTTSTRAP LWR JOINT|D01|N|AQ01|ABP3-2101|Aluminum Alloy 7075
V5745359220001|BUTTSTRAP LOWER JOINT|D02|H|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745359220002|BUTTSTRAP LWR JOINT|W01|B|AQ01|BMS7-304|Aluminum Alloy 7075
V5745359220101|BUTTSTRAP LOWER JOINT|AE|F|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745359220102|BUTTSTRAP LWR JOINT|D02|AR|AQ01|ABP3-2304|Aluminum Alloy 2024
V5745359320001|BUTTSTRAP LWR JOINT|Z|AK|AG01|AMS5643|Stainless Steel 321
V5745359320101|BUTTSTRAP LWR JOINT|J01|AJ|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745359420001|BUTTSTRAP LWR JOINT|BK|Z|AG01|BMS7-26|Aluminum Alloy 2024
V5745359420101|BUTTSTRAP LWR JOINT|BG|C00|AG01|BMS7-304|Aluminum Alloy 7075
V5745359520001|BUTTSTRAP LWR JOINT|B|AG1|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745359520101|BUTTSTRAP LWR JOINT|J01|E00|AG01|ABP3-2304|Aluminum Alloy 2024
V5745359600400|EQUIPPED BUTTSTRAP|AN1|H01|AG01|BMS7-304|Aluminum Alloy 7075
V5745359600500|EQUIPPED BUTTSTRAP|AD2|AG1|AG01|ABP3-2304|Aluminum Alloy 2024
V5745359600600|EQUIPPED BUTTSTRAP|L|N|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745359600700|EQUIPPED BUTTSTRAP|S|P|AG01|BMS7-304|Aluminum Alloy 7075
V5745359700000|EQUIPPED BUTTSTRAP (LH)|BB|AM|AG01|ABP3-2101|Aluminum Alloy 7075
V5745359700100|EQUIPPED BUTTSTRAP (RH)|AB|AR|AG01|BMS7-26|Aluminum Alloy 2024
V5745359720000|BUTTSTRAP 1 PNL 4|AK|AN1|AG01|ABP3-4201|Titanium Alloy Plate
V5745359720100|BUTTSTRAP 1 PNL 4|AT|Z01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745363920001|BUTTSTRAP LWR JOINT|K|D00|AG01|AMS5643|Stainless Steel 321
V5745363920101|BUTTSTRAP LWR JOINT|AL|BD|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745391520001|SUB SPAR BRACKET (LH)|AN1|D00|AG01|BMS7-26|Aluminum Alloy 2024
V5745391520101|SUB SPAR BRACKET (RH)|U02|V01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745391520201|SUB SPAR BRACKET|E|B|AQ01|BMS7-304|Aluminum Alloy 7075
V5745391520301|SUB SPAR BRACKET|AD|Q|AQ01|AMS5662|Inconel 718 Nickel Alloy
V5745391620001|SUB SPAR BRACKET (LH)|V01|A00|AG01|BMS7-304|Aluminum Alloy 7075
V5745391620101|SUB SPAR BRACKET (RH)|E00|H01|AG01|ABP3-7101|15-5PH Stainless Steel
V5745391620201|SUB SPAR BRACKET|G|AJ|AQ01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745391620301|SUB SPAR BRACKET|AD2|E02|AQ01|BMS7-26|Aluminum Alloy 2024
V5745394220001|PULL OFF FTG RIB 5&6|D03|AC2|AG01|ABP3-4201|Titanium Alloy Plate
V5745394220201|PULL OFF FTG RIB 5&6|B01|H|AG01|BMS7-304|Aluminum Alloy 7075
V5745394220401|PULL OFF FTG RIB 5&6|AU|R|AG01|AMS5643|Stainless Steel 321
V5745394220601|PULL OFF FTG RIB 5&6|BA|AN1|AG01|ABP3-2101|Aluminum Alloy 7075
V5745394220801|PULL OFF FTG RIB 5&6|AB1|U|AG01|BMS7-304|Aluminum Alloy 7075
V5745394221001|PULL OFF FTG RIB 5&6|BD|D00|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745394221201|PULL OFF FTG RIB 5&6|AN|K|AG01|ABP3-2101|Aluminum Alloy 7075
V5745394221401|PULL OFF FTG RIB 5&6|AA|F|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745400500200|BUTTSTRAP LOWER ASSY (LH)|AD1|C01|AG01|AMS5643|Stainless Steel 321
V5745400500300|BUTTSTRAP LOWER ASSY (RH)|AN|AM|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745400500400|BUTTSTRAP LOWER ASSY|AH|AG1|AG01|BMS7-304|Aluminum Alloy 7075
V5745400500500|BUTTSTRAP LOWER ASSY|C|F|AG01|ABP3-2101|Aluminum Alloy 7075
V5745414720001|SLANT RIB CLEAT|AD|J01|AQ01|ABP3-4201|Titanium Alloy Plate
V5745440120001|POST RIB 10|N/A|E02|AG01|BMS7-304|Aluminum Alloy 7075
V5745440120101|POST RIB 10|BG|T|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745440220001|POST RIB 11|T|T|AG01|BMS7-380|Stainless Steel 15-5PH
V5745440220101|POST RIB 11|AH|V01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745440320001|POST RIB 12|C|AK|AG01|BMS7-304|Aluminum Alloy 7075
V5745440320101|POST RIB 12|AD|H01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745440420001|POST RIB 13|AN1|AK|AG01|BMS7-304|Aluminum Alloy 7075
V5745440420101|POST RIB 13|AG|C01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745440520001|POST RIB 14|L01|D00|AG01|ABP3-7101|15-5PH Stainless Steel
V5745440520101|POST RIB 14|AW|E01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745440620001|POST RIB 15|M|J01|AG01|AMS5643|Stainless Steel 321
V5745440620101|POST RIB 15|P|BG|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745440720001|POST RIB 16|AH|AR|AG01|BMS7-26|Aluminum Alloy 2024
V5745440720101|POST RIB 16|AD|B01|AG01|BMS7-26|Aluminum Alloy 2024
V5745440820001|POST RIB 17|F01|BB|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745440820101|POST RIB 17|W|A00|AG01|BMS7-304|Aluminum Alloy 7075
V5745440920001|POST RIB 18|C00|D03|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745440920101|POST RIB 18|S02|AG1|AG01|BMS7-26|Aluminum Alloy 2024
V5745441020001|POST RIB 19|N|BD|AG01|BMS7-380|Stainless Steel 15-5PH
V5745441020101|POST RIB 19|L|AC|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745441120001|POST RIB 20|Q|C00|AG01|BMS7-380|Stainless Steel 15-5PH
V5745441120101|POST RIB 20|E00|N|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745441220001|POST RIB 22|S01|T01|AG01|BMS7-26|Aluminum Alloy 2024
V5745441220101|POST RIB 22|AD|AH|AG01|BMS7-26|Aluminum Alloy 2024
V5745441320001|POST RIB 23|E00|AM|AG01|BMS7-26|Aluminum Alloy 2024
V5745441320101|POST RIB 23|F01|U|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745441420001|POST RIB 25|AU|D03|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745441420101|POST RIB 25|H01|AB|AG01|AMS5643|Stainless Steel 321
V5745441520001|POST RIB 26|AD2|AN|AG01|BMS7-26|Aluminum Alloy 2024
V5745441520101|POST RIB 26|D01|AC|AG01|BMS7-26|Aluminum Alloy 2024
V5745441620001|POST RIB 27|AM|A00|AG01|ABP3-2304|Aluminum Alloy 2024
V5745441620101|POST RIB 27|AK|C|AG01|BMS7-26|Aluminum Alloy 2024
V5745441720001|POST RIB 28|AQ|U02|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745441720101|POST RIB 28|D01|J01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745441820001|POST RIB 29|L|BD|AG01|BMS7-26|Aluminum Alloy 2024
V5745441820101|POST RIB 29|C00|A00|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745441920001|POST RIB 30|B01|AN1|AG01|BMS7-304|Aluminum Alloy 7075
V5745441920101|POST RIB 30|K|AC|AG01|BMS7-380|Stainless Steel 15-5PH
V5745442020001|POST RIB 31|AJ|R|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745442020101|POST RIB 31|U02|D03|AG01|BMS7-26|Aluminum Alloy 2024
V5745442120001|POST RIB 32|D|P|AG01|BMS7-304|Aluminum Alloy 7075
V5745442120101|POST RIB 32|AC|R|AG01|BMS7-26|Aluminum Alloy 2024
V5745442220001|POST RIB 7, FS (LH)|D01|AD1|AG01|ABP3-2304|Aluminum Alloy 2024
V5745442220002|POST-RIB7, FS|AL|U01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745442220003|POST-RIB7, FS|AA|J01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745442220101|POST RIB 7, FS (RH)|AJ|AG1|AG01|ABP3-2101|Aluminum Alloy 7075
V5745442220102|POST-RIB7, FS|AB1|AD2|AG01|BMS7-380|Stainless Steel 15-5PH
V5745442220103|POST-RIB7, FS|A|AW|AG01|ABP3-2101|Aluminum Alloy 7075
V5745442320001|FS OTR JNT - RIB POST (LH)|B|L01|AG01|BMS7-304|Aluminum Alloy 7075
V5745442320002|FS OTR JNT -RIB POST|U01|B00|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745442320003|FS OTR JNT -RIB POST|D02|J01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745442320101|FS OTR JNT - RIB POST (RH)|AL|N/A|AG01|BMS7-304|Aluminum Alloy 7075
V5745442320102|FS OTR JNT -RIB POST|AB1|U|AG01|ABP3-7101|15-5PH Stainless Steel
V5745442320103|FS OTR JNT -RIB POST|D03|BK|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745442420001|POST RIB 24|H01|G02|AG01|ABP3-2101|Aluminum Alloy 7075
V5745442420101|POST RIB 24|W|AN1|AG01|BMS7-380|Stainless Steel 15-5PH
V5745446200000|BUTTSTRAP 2 LWR PFS|D|W01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745446200100|BUTTSTRAP 2 LWR PFS|AL|AA|AG01|AMS5643|Stainless Steel 321
V5745446200200|BUTTSTRAP 2 LWR PFS|AB1|T01|AG01|BMS7-26|Aluminum Alloy 2024
V5745446200300|BUTTSTRAP 2 LWR PFS|E01|AW|AG01|ABP3-2304|Aluminum Alloy 2024
V5745446300000|BUTTSTRAP 3 LWR PFS|AL|G|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745446300100|BUTTSTRAP 3 LWR PFS|J01|AN|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745446300200|BUTTSTRAP 3 LWR PFS|AB1|N/A|AG01|BMS7-380|Stainless Steel 15-5PH
V5745446300300|BUTTSTRAP 3 LWR PFS|AR|L01|AG01|ABP3-4201|Titanium Alloy Plate
V5745446400000|BUTTSTRAP 4 LWR PFS|H|S01|AG01|BMS7-26|Aluminum Alloy 2024
V5745446400100|BUTTSTRAP 4 LWR PFS|C00|R|AG01|BMS7-304|Aluminum Alloy 7075
V5745446400200|BUTTSTRAP 4 LWR PFS|AC|J|AG01|ABP3-4201|Titanium Alloy Plate
V5745446400300|BUTTSTRAP 4 LWR PFS|E02|E02|AG01|BMS7-380|Stainless Steel 15-5PH
V5745453720001|BUTTSTRAP LOWER JOINT|AD2|C01|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745453720002|BUTTSTRAP LWR JOINT|AW|AG1|AQ01|BMS7-380|Stainless Steel 15-5PH
V5745453720101|BUTTSTRAP LOWER JOINT|AK|AN1|AG01|BMS7-26|Aluminum Alloy 2024
V5745453720102|BUTTSTRAP LWR JOINT|N|B01|AQ01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745453820001|BUTTSTRAP LOWER JOINT|AT|AM|AG01|BMS7-26|Aluminum Alloy 2024
V5745453820002|BUTTSTRAP LWR JOINT|AU|BA|AQ01|BMS7-331|Titanium Alloy 6AL-4V
V5745453820101|BUTTSTRAP LOWER JOINT|BB|F01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745453820102|BUTTSTRAP LWR JOINT|A00|C|AQ01|AMS5643|Stainless Steel 321
V5745454120001|BUTTSTRAP LOWER JOINT|T01|AP|AG01|BMS7-304|Aluminum Alloy 7075
V5745454120002|BUTTSTRAP LWR JOINT|AG|C|AQ01|ABP3-4201|Titanium Alloy Plate
V5745454120101|BUTTSTRAP LOWER JOINT|A|T|AG01|ABP3-2304|Aluminum Alloy 2024
V5745454120102|BUTTSTRAP LWR JOINT|B|F02|AQ01|BMS7-331|Titanium Alloy 6AL-4V
V5745454220001|BUTTSTRAP LOWER JOINT|H|AL|AG01|BMS7-26|Aluminum Alloy 2024
V5745454220002|BUTTSTRAP LWR JOINT|D03|R|AQ01|BMS7-430|Inconel 718 Nickel Alloy
V5745454220101|BUTTSTRAP LOWER JOINT|F02|F|AG01|BMS7-304|Aluminum Alloy 7075
V5745454220102|BUTTSTRAP LWR JOINT|V01|U01|AQ01|BMS7-304|Aluminum Alloy 7075
V5745454320001|BUTTSTRAP LOWER JOINT|S02|C|AG01|BMS7-380|Stainless Steel 15-5PH
V5745454320002|BUTTSTRAP LWR JOINT|J|AW|AQ01|BMS7-304|Aluminum Alloy 7075
V5745454320101|BUTTSTRAP LOWER JOINT|AU|J01|AG01|BMS7-26|Aluminum Alloy 2024
V5745454320102|BUTTSTRAP LWR JOINT|C01|A00|AQ01|BMS7-430|Inconel 718 Nickel Alloy
V5745454420001|BUTTSTRAP LOWER JOINT|F|C|AG01|BMS7-304|Aluminum Alloy 7075
V5745454420002|BUTTSTRAP LWR JOINT|L|B|AQ01|ABP3-4201|Titanium Alloy Plate
V5745454420101|BUTTSTRAP LOWER JOINT|D01|T|AG01|BMS7-304|Aluminum Alloy 7075
V5745454420102|BUTTSTRAP LWR JOINT|AP|D01|AQ01|ABP3-2304|Aluminum Alloy 2024
V5745454720001|BUTTSTRAP LOWER JOINT|E|D|AG01|BMS7-26|Aluminum Alloy 2024
V5745454720002|BUTTSTRAP LWR JOINT|AU|N|AQ01|BMS7-304|Aluminum Alloy 7075
V5745454720101|BUTTSTRAP LOWER JOINT|N|Y|AG01|BMS7-304|Aluminum Alloy 7075
V5745454720102|BUTTSTRAP LWR JOINT|AG|AL|AQ01|BMS7-304|Aluminum Alloy 7075
V5745454820001|BUTTSTRAP LOWER JOINT|AK|C00|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745454820002|BUTTSTRAP LWR JOINT|AJ|AG|AQ01|BMS7-26|Aluminum Alloy 2024
V5745454820101|BUTTSTRAP LOWER JOINT|G|B00|AG01|ABP3-4201|Titanium Alloy Plate
V5745454820102|BUTTSTRAP LWR JOINT|AG1|AU|AQ01|ABP3-4201|Titanium Alloy Plate
V5745455220001|BUTTSTRAP LOWER JOINT|BD|AK|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745455220101|BUTTSTRAP LOWER JOINT|C01|E|AG01|ABP3-7101|15-5PH Stainless Steel
V5745455320001|BUTTSTRAP LOWER JOINT|F|W01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745455320101|BUTTSTRAP LOWER JOINT|AN|AN1|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745455420001|BUTTSTRAP LOWER JOINT|BD|G|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745455420101|BUTTSTRAP LOWER JOINT|H|AD2|AG01|ABP3-2101|Aluminum Alloy 7075
V5745455720001|BUTTSTRAP LOWER JOINT|BD|J|AG01|BMS7-304|Aluminum Alloy 7075
V5745455720101|BUTTSTRAP LOWER JOINT|C00|AT|AG01|BMS7-304|Aluminum Alloy 7075
V5745455820001|BUTTSTRAP LOWER JOINT|AN1|E02|AG01|BMS7-26|Aluminum Alloy 2024
V5745455820101|BUTTSTRAP LOWER JOINT|S01|D02|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745455920001|BUTTSTRAP LOWER JOINT|BH|AD1|AG01|AMS5643|Stainless Steel 321
V5745455920101|BUTTSTRAP LOWER JOINT|F|AA|AG01|ABP3-2101|Aluminum Alloy 7075
V5745456020001|BUTTSTRAP LOWER JOINT|K|E01|AG01|BMS7-304|Aluminum Alloy 7075
V5745456020101|BUTTSTRAP LOWER JOINT|AD1|AK|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745456120001|BUTTSTRAP LOWER JOINT|U|S|AG01|ABP3-2101|Aluminum Alloy 7075
V5745456120101|BUTTSTRAP LOWER JOINT|K|AP|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745456220001|BUTTSTRAP LOWER JOINT|T|C01|AG01|ABP3-7101|15-5PH Stainless Steel
V5745456220101|BUTTSTRAP LOWER JOINT|AH|AR|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745456420001|BUTTSTRAP LOWER JOINT|E00|A|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745456420101|BUTTSTRAP LOWER JOINT|AG|N|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
